,User @,Comment Text,original_comment
2674,user1667326,ilmu ekonomi menekan biaya spy keuntungan,['ilmu ekonomi itu menekan biaya keluar spy mndpat keuntungan besar.']
2675,user172312155,terserah,['terserah bapak']
2676,user1732949954597,,['kalau bisa sih jangan lah']
2677,user1800561124787,rakyat nanggung utang nya,['tpi nanti rakyat yg nanggung utang nya ..']
2678,user1981066719945,generasi emas membangun kota,"['kita generasi emas,\nmembangun ibukota sendiri']"
2679,user2019417485484,hebatbpk jokowi pokoknya hebat keren kinerjanyaterimakasih,['hebat..bpk jokowi\npokoknya hebat dan keren kinerjanya...terimakasih pak 🥰🥰']
2680,user2042894367405,mantap sehat sukses yaaa jokowi,['mantab. sehat dan sukses yaaa Pak De Jokowi']
2681,user208821310019,berhutang negeri,['ngutang keluar negri ga?? 😅']
2682,user211109864373,percaya 100,['saya tak percaya 100%']
2683,user2190141861786,kalimantan,['kenapa gak kalimantan tengah aja']
2684,user2385123825946ipung,setuju,['saya setuju']
2685,user24812578,terserah,['terserah']
2686,user261503304133maimunah,presiden nya jokowiistana nya mengubah,['saya yakin klo presiden nya bukan Jokowi...istana nya GK bakal pindah....']
2687,user27054907169666,gedung nya mengubah bangun ide,"['bukan gedung"" nya yg di pindah ,, tapi bangun baru ,,,,', 'bukan ide saya itu ,,']"
2688,user273368802,tanah nya masyarakat akui,['tanah nya masyarakat di akui 😁😁😁😁']
2689,user2810192345666ryans,aduh,['haduhhhh']
2690,user2814869688866,dilaksanakan urgensinya masyarakat susah,"['trus kenapa dilaksanakan, apa urgensinya...trus saat ini bukan waktu yg tepat masyarakat lagi susah...']"
2691,user2906260259688alifuso,gagasan hutangnya ide,['gagasan hutangnya.i ide siapa']
2692,user2909422050477,semangat jokowi,['semangat p jokowi..👍']
2693,user302826471999,ongkos kirim olshop mahal sekitaran jawa kasian hewan tersedia habitatnya berkurang terganggu,['Apakah ongkir olshop akan jadi mahal di sekitaran jawa🙄 dan pun gw merasa kasian sama hewan yg ada di sana krena habitatnya berkurang dan terganggu']
2694,user3384656754612,jayalah Indonesia,['jayalah nusantara']
2695,user341728270781,contoh kota hayalan,['ini adalah contoh kota. dalam hayalan']
2696,user351374120741,7,['se 7']
2697,user353915362,berani papua,['harus brani buat di papua sj pk 😅']
2698,user3592163165445,mantap,['mantab']
2699,user369743769617,,['😁😁']
2700,user3728529689303,semoga cepat negeri majukan makmur rakyat jelata kesulitan kerja an bnyak kerja an halal rakyat kelaparan,"['SEMOGA CEPAT DIMULAI SUPAYA NEGRI INI BISA MAJU DAN MAKMUR👍👍👍🙏🙏🙏', 'sy rakyat jelata sy GK kesulitan kerja an, masih bnyak kerja an apa sj yg penting halal, sy belum melihat rakyat kelaparan.']"
2701,user3736732005151,produsen terbalik terbaik,['produsen terbalik bukan terbaik']
2702,user373787161862,se7,['se7 ...']
2703,user3742747941411,kenyang,['blm kenyang ... 😂😂😂']
2704,user3791767822778,mudahan kenyataan mangkrak,['mudahan menjadi kenyataan tidak mangkrak']
2705,user39288766751168,kereta cepat jakarta bandung urgensi nya,['kereta cepat jakarta bandung buat apa?? urgensi nya apa??']
2706,user395437434597,tersedia rugi kota mengubah,['soal ada yg merasa rugi kl ibukota pindah']
2707,user4035329664510,kota nusantara ranjang jokowi era sukarno cuman terealisasi jmn jokowi,['ikn bkn di ranjang jokowi tapi di era Sukarno cmn terealisasi di jmn Jokowi']
2708,user403846142,uang nya pemerataan pembangunan mesti pindah kota penduduk jakarta over pusat ekonomi mengubah kota biar mecah konsentrasi penduduk,"['uang nya lebih baik untuk pemerataan pembangunan tanpa mesti mindahin ibukota', 'jumlah penduduk jakarta over, makanya kalo bisa bikin pusat ekonomi yg baru tanpa pindah ibukota biar bisa mecah konsentrasi jumlah penduduk']"
2709,user4104303418980,butuh kota butuh pekerjaan,['kami gak butuh ibukota baru pak. kami butuh pekerjaan.']
2710,user41053235,terpilihnya pemimpin tentukan kualitas rakyat memilih,['terpilihnya seorang pemimpin di tentukan kualitas rakyat yang memilih']
2711,user4108867521009,jokowi terbaik,['pak jokowi yang terbaik..']
2712,user417011528,merubah kodrat ulama pahlawanitu mendekatkan jangkaun ancaman apapu,['jangan merubah kodrat ulama dan para pahlawan..itu sama saja mendekatkan jangkaun pada ancaman apapu']
2713,user418502928,cepat pindahkan kota,['lebih baik lebih cepat di pindahkan ibukota']
2714,user4367846348822,dipaksakan selesai cepatada program brapa selesai 15 th 20 th estafet kepemimpinan,['jangan dipaksakan harus selesai dalam waktu cepat....ada program brapa lama sellesainya 15 th 20 th estapet kepemimpinan....']
2715,user4461020374250,mantap jokowi,['mantap pak jokowi']
2716,user4549372787656,hebat jokowi satu-satunya presiden indonesia visi misi,['hebat pak Jokowi... satu2 Presiden Indo yg punya Visi n misi']
2717,user459676821856zelda,presiden terhebat jokowi,['🥰🥰🥰 ini presiden terhebat pak jokowi 🥰🥰🥰']
2718,user4607279182176,jokowi ancen mantap presiden monggo,"['pak Jokowi ancen Jooss,,,mantap Presiden ku,,,🙏💚💚💚👍\nmonggo Lanjut']"
2719,user4744450321,mantap setuju bnget mengubah kota,['Mantap lh pk setuju bnget pindah ibu kota']
2720,user47839242841964,mantap presiden jokowi mantap presiden jokowi,"['Mantap Pak President Jokowi🙏', 'Mantap Pak Presiden Jokowi👍']"
2721,user4907929991099,pnye niat kemanusiaan allah ridhoi semoga sukses kota nusantara,['pnye niat baik demi kemanusiaan pst Allah ridhoi smg sukses IKN 🇲🇨✊🤲🙏❤️👍']
2722,user5105019458933,rakyat teruskan pembangunan rakyat mendukungmu,"['RAKYAT BAIK"" SAJA\nTERUSKAN PEMBANGUNAN\nSEMUA RAKYAT MENDUKUNGMU....']"
2723,user5216207175877,setuju keputusan pemerintah mendukung semoga kalimantan asri,"[""sbenar'x gk setuju, tpi krna sudah keputusan negara kita tetap mendukung🙂 dan smoga kalimantan tetap asri😇""]"
2724,user525472488858,uangnya pa,['uangnya dari mana pa de😁']
2725,user5313612810122,omong a dilukukan b,['biasanya di omong A yg dilukukan B']
2726,user5451759610449,duit,['mmg punya duit ???']
2727,user5606751821341,buang-buang dana haya mengubah kota,"['tp jg buang2 dana baru , bukan haya pindah ibukota pk,']"
2728,user5718631599275,rakyat nkri setuju,['apakah semua rakyat NKRI..setuju..dan menginginkn.itu...']
2729,user57287431237730,kota jawaindonesia tanggung doa cepatlah pindahkan kotanyasaya cepat cepat berhenti peduli pertiwi,"['SELAMA IBU KOTA BERADA DI JAWA..INDONESIA ADALAH TANGGUNG JAWAB SAYA UNTUK TERUS SY DOA KAN..', 'CEPATLAH PAK DI PINDAHKAN IBU KOTANYA..SAYA JUGA INGIN CEPAT CEPAT BERHENTI UNTUK PEDULI KEPADA IBU PERTIWI..!!!']"
2730,user5793269738590,terimakasih presidenku jokowi hebat yah indonesia kota nusantara bagus keren terimakasih presidenku jokowi hebat yah indonesia kota nusantara bagus keren,"['Terimakasih Bpk Presidenku Jokowi 👍👍👍❤️', 'HEBAT ya, Indonesia punya IKN yg bagus dan keren 👍👍👍❤️❤️', 'Terimakasih Bpk Presidenku Jokowi 👍👍👍❤️', 'HEBAT ya, Indonesia punya IKN yg bagus dan keren 👍👍👍❤️❤️']"
2731,user6057006614437,,['masih jauh']
2732,user60624246121,budaya butuh ekonomi rakyat kuat rakyat kuat duit nya,['BUDAYA BESAR BUTUH EKINOMI RAKYAT YG KUAT JUGA TOH.. RAKYAT MANA YG KUAT DUIT NYA']
2733,user6074100755481,au ahmau ngimkng untung gakmilih,['au ah....mau ngimkng apa ke untung gak.milih bapak']
2734,user6132792599251,atur enaknya,['Atur aja bagaimana enaknya']
2735,user6174475354259,memindahkan kota jakarta runtuh pemerintah serikat,['memindahkan ibukota berarti Jakarta runtuh .dan jadi negara serikat']
2736,user6270265066696,percaya,['saya percaya pak']
2737,user6332171247426,pemerataan ekonomi nusantara good job jawa,"['pemerataan ekonomi,,,,di Nusantara,,,,,good job,,,,,,bukan hanya di Jawa,,,,,']"
2738,user6389833994720,mantap,['mantab']
2739,user6590761400902,sukses indonesia,['sukses indonesia']
2740,user6591704521155,setuju,['setuju 👍👍👍']
2741,user6607943065673,btul bagus mudah-mudahan tersedia hkmah bagus indonesia,['btul bgus mdah2an ada hkmah yg bgus untk nkri']
2742,user661445210784,maaf ide yah,['maaf ini ide siapa yah?']
2743,user6624380090022,jaman sukarno jakarta macet yah ide,['jaman sukarno jakarta sangat macet ya... makanya dia punya ide😁😅😅']
2744,user6661478209238,setuju kota nusantara Indonesia,['sangat setuju dengan IKN Nusantara']
2745,user67031909881732,,['😂😂😂']
2746,user6875802113487,beliau betul-betul berkerja indonesia kepentingan pribadi,['beliau betul2 berkerja untuk indinesia.bukan krn kepentingan pribadi semata.']
2747,user6878415956991,no 1,['no 1...🥰🥰🥰']
2748,user6932743977108,cuci tangan cuci muka,['cuci tangan dan cuci muka']
2749,user6984163561458,indonesia majukan jokowi,['josss Indonesia maju bersama pak Jokowi']
2750,user7103754509114,setuju pemindahan kota indonesia,['saya ndak setuju. atas pemindahan ibu kota Indonesia.']
2751,user711218599766,ngehayal cuman wacana,['baru ngehayal cuman wacana.....']
2752,user713193575,krisis,['lagi krisis']
2753,user715224091,harga bbm menurunkan,['Harga Bbm turunin donk Pak']
2754,user7168743931793,asalamualaikum jokowi semoga sukses terbaik Amin,['asalamualaikum pak Jokowi semoga selalu sukses dan jadi yang terbaik amin.']
2755,user729104988714davoz,selamat pemerintah oligarki,['SELAMAT DATANG DI NEGARA OLIGARKI']
2756,user7299047438001,setuju biar orang migrasi jakarta orang jakarta mengubah kota nusantara jakarta lega,"['setuju juga dgn ini,biar Mungkin org migrasi ga pd ke Jakarta smua, dan mungkin jga beberapa org jkt pindah k IKN, jd jakarta jga bsa makin lega,']"
2757,user7306766034845,susah demonstrasi ey,['susah kalau demo lagi ey jauh']
2758,user73862256,kuberi harapan,['kuberi satu harapan😂😂']
2759,user7521550822690,awas terkena lelucon looo,['awas kena prank lagi looo😂😂😂😌']
2760,user7578604978948,hadewww,['hadewww']
2761,user7662171801202,merajalela tanah kalimantan hormati suku asli sih merajalela tanah kalimantan hormati suku asli sih,"['jangan merajalela di tanah kalimantan tetap hormati suku asli itu aja si', 'jangan merajalela di tanah kalimantan tetap hormati suku asli itu aja si']"
2762,user7815262166079,hebat jokowisalut,['hebat mmg kamu pak jokowi...salut']
2763,user7871298034906,ilove jokowi,['ilove you pak jokowi']
2764,user7917957575295jeni,mantap dukung jokowi presiden 3 periode bangsa majukan makmur kuat,['mantap saya dukung Jokowi jadi presiden 3 priode supaya bangsa ini maju makmur kuat']
2765,user7928609360428,orang kalimantan timur asli semoga kalimantan timur aman tentram,"['sebagai orang Kalimantan Timur asli, semoga Kaltim selalu aman dan tentram 🥺']"
2766,user797190360,hidup jokowi,['Hidup Pak jokowi']
2767,user8138180441321,,['betul betul betul']
2768,user8226570849408,duitnya,['duitnya mana ?']
2769,user82332023485,kbnykan baca berita hoax utang indonesia china personal 300 triliun,['Kbnykan baca berita hoax 😅.\nUtang Indonesia ke China secara personal gk sampe 300T.']
2770,user82662460460943,percaya ngomong,['udh gk percaya klw dia yg ngomong 😂']
2771,user84130022134328,,['benar sekali']
2772,user84151729,7,['se 7']
2773,user8442948560081,bagus nusan tara hrs,['bgus nusan tara berti hrs']
2774,user8473225230214,mobil esemka berseliweran kota nusantara,['pasti mobil Esemka akan berseliweran di IKN']
2775,user8550884002473,yah setuju,['ya pak setuju']
2776,user8639031592230,ayo beli tanah kota nusantara,['ayo siapa bapak ibu yang mau beli tanah di IKN']
2777,user86534374320281,biar gampang demonstrasi,['biar ga gampang di demo']
2778,user869497517,mantap indonesia majukan tangguh,['Mantap Indonesia maju & Tangguh❤️']
2779,user8706334998200,siaplah biar pemerataan perekonomian penduduk tuntas penduduk menumpuk dipulau jawa siaplah biar pemerataan perekonomian penduduk tuntas penduduk menumpuk dipulau jawa,"['siaplah......biar pemerataan perekonomian penduduk bisa terlaksana dan penduduk tidak menumpuk dipulau Jawa 🇮🇩🇮🇩🇮🇩👍👍👍', 'siaplah......biar pemerataan perekonomian penduduk bisa terlaksana dan penduduk tidak menumpuk dipulau Jawa 🇮🇩🇮🇩🇮🇩👍👍👍']"
2780,user8748013193594,momentnya pas pemerintah tersedia duit hutang,"['masalahnya momentnya ga pas, negara lagi ga ada duit, banyak hutang']"
2781,user8830614347354,jokowi presiden terbaik indonesia sejarah,['pak Jokowi presiden terbaik Indonesia sepanjang sejarah 🇮🇩👍👍']
2782,user8839795823954,iyah pemimpin sadar mengubah kalimantan memudahkan invasi negeri,"['iyah, tapi akhirnya para pemimpin yg lain pada sadar, bahwa pindah ke Kalimantan akan memudahkan invasi dari luar negeri']"
2783,user886997563,semoga 3 periode,['semoga bisa 3 periode pak...']
2784,user8953406374963,sulit demonstrasi,['sulit untuk demo']
2785,user8w3x0i04qg,merusak kalimantan,['bakal ngerusak kalimantan juga gak sih 🤔']
2786,user9142464808210,laris manis layaknya mobil esemkaini kaleng2 lho presiden sales,"['laris manis layaknya mobil Esemka,ini gk kaleng2 lho presiden jd sales,,,']"
2787,user932775116,memaksakan presiden dikenal sejarah pemindahan kota memaksakan presiden dikenal sejarah pemindahan kota,"['Terlalu memaksakan, mungkin pak presiden pengen dikenal sejarah tentang pemindahan ibukota oleh siapa', 'Terlalu memaksakan, mungkin pak presiden pengen dikenal sejarah tentang pemindahan ibukota oleh siapa']"
2788,user9436635682461,mesti tersedia sbbapa keputusan beliau terbaikin shaa allah,['mesti ada sbb.apa keputusan beliau mmg terbaik.In shaa Allah']
2789,user9553166572343,peh kota negera wilayah,['peh ibu kota negera daerah tempat saya']
2790,user9571924663751,kota nusantara mengubah langit adamasalah berhutang ln,['IKN mau pindah ke langit pun ga adamasalah yg penting tidak ngutang LN']
2791,user9577727608670,puji tuhan jokowi pakai tuhan membangun indonesia,['puji Tuhan jokowi di pake Tuhan untuk membangun Indonesia']
2792,user9620765034212,,['🥰']
2793,user9704620049400,kota mengubah angkasa tersedia kemerdekaan tersedia indonesia,['sekalipun ibukota di pindah ke angkasa kalo tdk ada kemerdekaan tetap tdk ada indonesia']
2794,user9732465691656,majukan jokowi,['maju terus pk jokowi']
2795,user9761358818310,,['❤']
2796,user9816819334970,alhamdulillah indonesia majukan amiin alhamdulillah indonesia majukan amiin,"['alhamdulillah Indonesia maju aamiin', 'alhamdulillah Indonesia maju aamiin']"
2797,user9879207853463,mantap setuju,['mantap setuju.....']
2798,user9930681688062,uang nya pindah iya minjem bank dunia,['uang nya dari mana pak untuk mindahin masa iya minjem lg ke bank dunia']
2799,user99369616500,,['🥰💪']
2800,userbundhaquuen,semngat,['semngat baru😂🥰🥰']
2801,userfighter79,banget koba hutan senoni kota 2 jam aja pakai mobil,"['dket bgt di tmpt gw, dri koba ke hutan senoni tmpt ibu kota bru pling 2 jam aj pke mobil 🗿']"
2802,username.xzy,setuju mengubah kota,['agak ga setuju sih klo pindah ibu kota']
2803,username_kimchi,takut balikpapan sma samarinda padat banget takut balikpapan sma samarinda padat banget,"['takut balikpapan sma samarinda jadi padat banget', 'takut balikpapan sma samarinda jadi padat banget']"
2804,userprik8,buru-buru ya… permintaan rrc kah 3 periode permintaan bohir kah buru-buru ya… permintaan rrc kah 3 periode permintaan bohir kah,"['Buru2 ya… atas permintaan RRC kah? Katanya mau 3 periode atas permintaan bohir kah?', 'Buru2 ya… atas permintaan RRC kah? Katanya mau 3 periode atas permintaan bohir kah?']"
2805,userqzkhm4mjrb,lpadkt kawal iknklu diteruskan ambil sikap sadari,['LPADKT - KU siap kawal IKN..klu tdk dteruskan kami ambil sikap sdri']
2806,usertiktok04052005,kota nusantara 100 selesai ditahun 2024,['apakah ikn 100% akan\nselesai ditahun 2024']
2807,useryas1692,rakyat indonesia sejahtra,['apakah rakyat indonesia sudah sejahtra ?']
2808,usie_rif,sehat,['sehat selalu pak 🥰']
2809,usmankaligrenjeng,semoga cepat rampung yah cinta joko wi presidenku,['semoga cpt rampung ya.. love joko wi presidenku']
2810,utiendang6,setuju,['sangat setuju👍👍👍']
2811,uurraaa7,suka jakarta kota kota majukan,['AKU SUKA JAKARTA KOTA IBU KOTA SEKARANG LEBIH MAJU']
2812,uwiet_188,,['lanjuuut Bapak ..']
2813,uxumizy,mundur cepat baikgbu,['mundur lebih cepat lebih baik..GBU🙇🙏🏼']
2814,uzatmuhammad,digagas ir soekarno dibatalkan,['pernah digagas Ir. soekarno tpi dibatalkan']
2815,vale_vr46,selamat presiden jokowi is the terbaik,['Bravo Presiden Jokowi is the best lah 👍👍👍👍👍']
2816,valentina_12024,kakak monasnya mengubah kakak,['KK monasnya di pindah juga ga KK ?']
2817,vallendroalkino,investasikan,['dan di investasikan...']
2818,vallzxq34,takut kalimantan hijau,['takut kalimantan udah gak hijau lagi']
2819,vanbelt0,jakarta tenggelam tetangga,['soalnya Jakarta mau tenggelam katanya tetangga']
2820,vanns13j,kalimantangratis ongkos kirim ncuyy,['kalimantan:gratis ongkir ncuyy😅']
2821,vanzjagoan01,yah,['yah']
2822,vanzul9,layanan publik sifatnya nasional cepatmurah transparan tersedia wilayah beda-beda cendrung dipersulit,"['layanan publik yg sifatnya nasional .cepat,murah dan transparant .jngan ada lagi tiap daerah beda2...dan cendrung dipersulit.']"
2823,varelanggara29,jokowi berani,['bener kata pak jokowi kita harus berani.']
2824,varidaazzahra,semangat indonesia,['SEMANGAT INDONESIA KU!!!!!🇮🇩🇮🇩']
2825,varrel_2021,hahha hasil ambil subsidi rakyat,['hahha hasil ambil subsidi rakyat 😂😂😂']
2826,vay.gaming,setuju jakarta terbatas,['sangat setuju soalnya Jakarta udah sumpek 😂']
2827,vedinand012,sedenngkan kalimantan hutan pohon tebang untung membangun bangunan bencana alama kalimantan jugaa rawan banjir,"['Sedenngkan kalimantan bnyk hutan dan akan bnyk pohon yg di tebang untung membangun bangunan""lainya masalah bencana alama kalimantan jugaa rawan bnjir']"
2828,veeta.bunlang,jadiiiii fungsi kcic pa … coba spill pa infus listriknya kota nusantara,['Jadiiiii fungsi KCIC apa Pa jadinya??? 😑… coba di spill Pa yg infus listriknya IKN dari mana😂😂']
2829,venomin72,pemerintah dpr kongkalingkong 11 12 orang partai dua2 nya nunduk nenek konoha,"['pemerintah dengan DPR kongkalingkong 11 12, org dr partai yg sama 😅 dua2 ny nunduk sama nenek dr Konoha 😂']"
2830,venuzhuhp,kota membuka lapangan pekerjaan kemajuan indonesia kalimantan,"['adax ibukota baru dapat membuka banyak lapangan pekerjaan, dan demi kemajuan Indonesia dan kalimantan']"
